# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 04:35:25,Class A,211493380,54.693158,8.576413,Under way sailing,0.0,0.0,251.0,71.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 08:22:17,Class A,211493380,54.629142,8.398893,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:22:27,Class A,211493380,54.629145,8.39889,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:22:37,Class A,211493380,54.629158,8.39887,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:22:47,Class A,211493380,54.629165,8.398857,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:22:56,Class A,211493380,54.62917,8.398852,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:23:05,Class A,211493380,54.629177,8.398853,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:23:17,Class A,211493380,54.629182,8.398857,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:23:23,Class A,211493380,54.629182,8.398857,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:23:27,Class A,211493380,54.629185,8.398858,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:23:37,Class A,211493380,54.629185,8.39886,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:23:47,Class A,211493380,54.629183,8.39887,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:23:57,Class A,211493380,54.62918,8.398877,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:24:05,Class A,211493380,54.629178,8.398877,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:24:17,Class A,211493380,54.629173,8.398872,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:24:27,Class A,211493380,54.62917,8.398857,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:24:37,Class A,211493380,54.629167,8.398853,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:24:47,Class A,211493380,54.629163,8.39886,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:24:57,Class A,211493380,54.629163,8.398868,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:25:05,Class A,211493380,54.629163,8.398873,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:25:17,Class A,211493380,54.62916,8.398877,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:25:27,Class A,211493380,54.629158,8.398875,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:25:37,Class A,211493380,54.629155,8.398868,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:25:47,Class A,211493380,54.629155,8.398858,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:25:57,Class A,211493380,54.629155,8.398843,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:26:05,Class A,211493380,54.629158,8.398847,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:26:17,Class A,211493380,54.629167,8.398847,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:26:27,Class A,211493380,54.62918,8.398827,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:26:37,Class A,211493380,54.629205,8.398798,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:26:47,Class A,211493380,54.629212,8.398782,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:26:57,Class A,211493380,54.629217,8.398783,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:27:05,Class A,211493380,54.629205,8.398778,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:27:17,Class A,211493380,54.629203,8.398763,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:27:27,Class A,211493380,54.629188,8.39878,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:27:36,Class A,211493380,54.629188,8.39879,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:27:57,Class A,211493380,54.629172,8.39881,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:28:05,Class A,211493380,54.629178,8.398795,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:28:17,Class A,211493380,54.629175,8.398807,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:28:27,Class A,211493380,54.629167,8.39882,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:28:36,Class A,211493380,54.629157,8.398815,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:28:57,Class A,211493380,54.629143,8.39881,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:29:05,Class A,211493380,54.629137,8.39882,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:29:17,Class A,211493380,54.629132,8.398843,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:29:21,Class A,211493380,54.629132,8.398843,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:29:26,Class A,211493380,54.629143,8.39887,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:29:36,Class A,211493380,54.629155,8.398877,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:29:57,Class A,211493380,54.629157,8.398853,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:30:07,Class A,211493380,54.629142,8.398845,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:30:17,Class A,211493380,54.629138,8.398852,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:30:26,Class A,211493380,54.629143,8.39884,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:30:36,Class A,211493380,54.629148,8.398815,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:30:57,Class A,211493380,54.629152,8.398792,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:07,Class A,211493380,54.629153,8.398787,Under way sailing,0.0,0.0,261.9,262.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:17,Class A,211493380,54.629153,8.39879,Under way sailing,0.0,0.1,261.9,263.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:26,Class A,211493380,54.629167,8.398863,Under way sailing,0.0,0.8,69.1,261.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:36,Class A,211493380,54.629185,8.398997,Under way sailing,,1.6,57.5,258.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:46,Class A,211493380,54.629247,8.39916,Under way sailing,,2.4,54.3,252.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:48,Class A,211493380,54.629265,8.399193,Under way sailing,,2.5,54.0,251.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:48,Class A,211493380,54.629265,8.399193,Under way sailing,,2.5,54.0,251.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:50,Class A,211493380,54.629282,8.399232,Under way sailing,,2.6,53.5,248.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:52,Class A,211493380,54.629302,8.399268,Under way sailing,,2.8,52.9,247.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:57,Class A,211493380,54.629353,8.399362,Under way sailing,,3.0,51.9,241.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:31:59,Class A,211493380,54.629375,8.399403,Under way sailing,,3.2,51.7,238.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:03,Class A,211493380,54.629427,8.39949,Under way sailing,,3.5,49.8,233.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:07,Class A,211493380,54.62948,8.399577,Under way sailing,,3.7,47.9,228.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:10,Class A,211493380,54.62952,8.399647,Under way sailing,,3.8,47.2,225.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:13,Class A,211493380,54.629562,8.399715,Under way sailing,,3.9,45.4,219.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:17,Class A,211493380,54.629602,8.399775,Under way sailing,,3.9,44.4,210.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:19,Class A,211493380,54.629642,8.399832,Under way sailing,,3.8,43.7,204.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:23,Class A,211493380,54.629692,8.399902,Under way sailing,,3.6,41.6,192.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:26,Class A,211493380,54.629727,8.399943,Under way sailing,,3.4,40.2,184.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:29,Class A,211493380,54.629763,8.39999,Under way sailing,,3.2,38.2,175.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:32,Class A,211493380,54.629793,8.400027,Under way sailing,,2.8,36.6,166.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:36,Class A,211493380,54.629822,8.400068,Under way sailing,,2.3,38.7,156.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:40,Class A,211493380,54.629838,8.400107,Under way sailing,,1.8,45.0,146.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:43,Class A,211493380,54.629843,8.40013,Under way sailing,,1.7,50.5,142.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:47,Class A,211493380,54.629843,8.400187,Under way sailing,,1.4,67.1,135.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:50,Class A,211493380,54.629838,8.400227,Under way sailing,,1.4,88.1,131.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:53,Class A,211493380,54.629825,8.40027,Under way sailing,,1.6,102.5,128.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:57,Class A,211493380,54.629803,8.400335,Under way sailing,,1.8,111.8,124.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:32:59,Class A,211493380,54.629797,8.400353,Under way sailing,,2.1,115.4,122.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:03,Class A,211493380,54.629762,8.400452,Under way sailing,,2.6,119.3,117.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:07,Class A,211493380,54.62973,8.400548,Under way sailing,,3.1,119.7,112.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:10,Class A,211493380,54.629707,8.400627,Under way sailing,,3.4,119.6,110.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:13,Class A,211493380,54.629678,8.400723,Under way sailing,,3.8,118.6,107.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:17,Class A,211493380,54.629637,8.400873,Under way sailing,,4.1,117.4,104.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:20,Class A,211493380,54.629608,8.400993,Under way sailing,,4.4,115.5,102.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:22,Class A,211493380,54.629592,8.401078,Under way sailing,,4.6,114.1,101.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:26,Class A,211493380,54.62956,8.401248,Under way sailing,,5.0,109.9,99.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:30,Class A,211493380,54.629533,8.401428,Under way sailing,0.0,5.3,107.4,99.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:33,Class A,211493380,54.629518,8.401567,Under way sailing,,5.6,104.3,98.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:36,Class A,211493380,54.62951,8.401712,Under way sailing,,5.8,101.8,97.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:40,Class A,211493380,54.629498,8.401908,Under way sailing,0.0,6.1,99.4,97.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:43,Class A,211493380,54.629488,8.40206,Under way sailing,0.0,6.3,98.0,96.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:47,Class A,211493380,54.629478,8.402273,Under way sailing,0.0,6.5,97.5,96.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
26/11/2024 08:33:50,Class A,211493380,54.629472,8.402445,Under way sailing,0.0,6.7,96.5,96.0,9548407,DNPM,UTHLANDE,Passenger,,16.0,76.0,GPS,1.7,WYK/DAGEBUELL/AMRUM,09/07/2025 22:00:00,AIS,38.0,38.0,8.0,8.0
