# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:14,Class A,220092000,57.320647,11.125125,Moored,-3.6,0.0,202.5,80.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 07:21:12,Class A,220092000,57.320633,11.125148,Moored,-10.0,0.0,232.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:24:14,Class A,220092000,57.320633,11.125143,Moored,-1.1,0.1,247.8,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:26:36,Class A,220092000,57.320633,11.125143,Moored,-1.1,0.1,247.8,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:27:15,Class A,220092000,57.32064,11.125148,Moored,1.6,0.0,333.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:30:14,Class A,220092000,57.320633,11.125163,Moored,1.1,0.1,93.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:32:36,Class A,220092000,57.320633,11.125163,Moored,1.1,0.1,93.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:33:15,Class A,220092000,57.320627,11.125165,Moored,2.9,0.0,42.5,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:36:14,Class A,220092000,57.320633,11.125152,Moored,0.0,0.0,101.8,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:38:37,Class A,220092000,57.320633,11.125152,Moored,0.0,0.0,101.8,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:39:14,Class A,220092000,57.32064,11.125163,Moored,-1.1,0.0,312.5,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:42:13,Class A,220092000,57.32064,11.125145,Moored,0.0,0.0,259.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:44:36,Class A,220092000,57.32064,11.125145,Moored,0.0,0.0,259.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:45:15,Class A,220092000,57.32064,11.125157,Moored,0.0,0.0,297.8,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:48:15,Class A,220092000,57.32064,11.125153,Moored,2.2,0.0,286.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:50:36,Class A,220092000,57.32064,11.125153,Moored,2.2,0.0,286.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:51:15,Class A,220092000,57.32064,11.125128,Moored,-1.1,0.0,56.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:54:13,Class A,220092000,57.320633,11.125148,Moored,7.5,0.0,334.9,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:56:36,Class A,220092000,57.320633,11.125148,Moored,7.5,0.0,334.9,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:00:14,Class A,220092000,57.320647,11.125147,Moored,0.0,0.0,69.5,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:02:36,Class A,220092000,57.320647,11.125147,Moored,0.0,0.0,69.5,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:03:15,Class A,220092000,57.320633,11.125158,Moored,0.0,0.0,287.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:06:13,Class A,220092000,57.32064,11.125143,Moored,-1.1,0.0,70.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:08:36,Class A,220092000,57.32064,11.125143,Moored,-1.1,0.0,70.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:09:14,Class A,220092000,57.320627,11.125137,Moored,2.9,0.1,259.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:12:13,Class A,220092000,57.32064,11.125152,Moored,3.6,0.0,284.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:14:36,Class A,220092000,57.32064,11.125152,Moored,3.6,0.0,284.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:15:14,Class A,220092000,57.32062,11.125158,Moored,-1.6,0.0,176.3,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:18:12,Class A,220092000,57.320627,11.125162,Moored,0.0,0.0,63.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:20:36,Class A,220092000,57.320627,11.125162,Moored,0.0,0.0,63.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:21:12,Class A,220092000,57.320647,11.125138,Moored,0.0,0.0,339.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:24:13,Class A,220092000,57.320658,11.12514,Moored,0.0,0.0,354.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:26:36,Class A,220092000,57.320658,11.12514,Moored,0.0,0.0,354.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:27:14,Class A,220092000,57.320647,11.125132,Moored,0.0,0.0,319.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:30:14,Class A,220092000,57.320653,11.125145,Moored,-1.1,0.0,0.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:32:36,Class A,220092000,57.320653,11.125145,Moored,-1.1,0.0,0.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:33:12,Class A,220092000,57.320658,11.125145,Moored,0.0,0.0,257.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:36:13,Class A,220092000,57.320658,11.125142,Moored,0.0,0.0,106.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:38:36,Class A,220092000,57.320658,11.125142,Moored,0.0,0.0,106.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:39:12,Class A,220092000,57.320653,11.125127,Moored,0.0,0.0,102.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:42:12,Class A,220092000,57.320653,11.125132,Moored,2.2,0.1,333.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:44:36,Class A,220092000,57.320653,11.125132,Moored,2.2,0.1,333.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:45:12,Class A,220092000,57.320658,11.125137,Moored,2.2,0.0,303.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:48:14,Class A,220092000,57.320647,11.125145,Moored,0.0,0.0,74.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:50:36,Class A,220092000,57.320647,11.125145,Moored,0.0,0.0,74.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:51:14,Class A,220092000,57.320665,11.125125,Moored,-1.6,0.0,99.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:54:12,Class A,220092000,57.320653,11.125132,Moored,-10.0,0.0,209.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:56:36,Class A,220092000,57.320653,11.125132,Moored,-10.0,0.0,209.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 08:57:14,Class A,220092000,57.320647,11.125145,Moored,-6.4,0.1,206.5,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:00:15,Class A,220092000,57.320658,11.125137,Moored,-2.2,0.0,118.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:02:36,Class A,220092000,57.320658,11.125137,Moored,-2.2,0.0,118.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:03:12,Class A,220092000,57.320653,11.12514,Moored,1.6,0.0,0.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:06:13,Class A,220092000,57.320653,11.125135,Moored,-2.2,0.0,83.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:08:36,Class A,220092000,57.320653,11.125135,Moored,-2.2,0.0,83.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:09:14,Class A,220092000,57.320665,11.125137,Moored,2.2,0.0,74.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:12:12,Class A,220092000,57.320658,11.125127,Moored,0.0,0.0,333.4,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:15:13,Class A,220092000,57.320658,11.125132,Moored,0.0,0.0,311.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:18:14,Class A,220092000,57.320658,11.125172,Moored,0.0,0.0,320.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:20:36,Class A,220092000,57.320658,11.125172,Moored,0.0,0.0,320.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:21:15,Class A,220092000,57.320653,11.12514,Moored,1.1,0.0,303.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:24:14,Class A,220092000,57.320653,11.125157,Moored,-2.9,0.0,273.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:26:36,Class A,220092000,57.320653,11.125157,Moored,-2.9,0.0,273.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:27:15,Class A,220092000,57.320658,11.125143,Moored,-4.5,0.0,200.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:30:14,Class A,220092000,57.320658,11.12514,Moored,2.2,0.0,274.4,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:32:36,Class A,220092000,57.320658,11.12514,Moored,2.2,0.0,274.4,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:33:14,Class A,220092000,57.320658,11.125137,Moored,2.9,0.1,280.5,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:36:12,Class A,220092000,57.320647,11.125117,Moored,-2.2,0.0,230.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:38:36,Class A,220092000,57.320647,11.125117,Moored,-2.2,0.0,230.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:39:13,Class A,220092000,57.320653,11.125138,Moored,-2.2,0.0,56.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:42:14,Class A,220092000,57.320658,11.125155,Moored,0.0,0.0,85.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:44:36,Class A,220092000,57.320658,11.125155,Moored,0.0,0.0,85.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:45:14,Class A,220092000,57.320665,11.125142,Moored,0.0,0.0,108.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:48:14,Class A,220092000,57.320658,11.125137,Moored,8.7,0.0,286.3,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:50:36,Class A,220092000,57.320658,11.125137,Moored,8.7,0.0,286.3,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:51:14,Class A,220092000,57.320653,11.125143,Moored,0.0,0.0,279.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:54:13,Class A,220092000,57.320653,11.125133,Moored,0.0,0.0,107.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:56:36,Class A,220092000,57.320653,11.125133,Moored,0.0,0.0,107.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 09:57:14,Class A,220092000,57.320647,11.125143,Moored,0.0,0.0,152.4,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:00:15,Class A,220092000,57.320653,11.125128,Moored,0.0,0.0,287.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:02:36,Class A,220092000,57.320653,11.125128,Moored,0.0,0.0,287.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:03:12,Class A,220092000,57.320647,11.125127,Moored,-1.6,0.0,176.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:06:14,Class A,220092000,57.320658,11.125133,Moored,0.0,0.0,291.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:08:36,Class A,220092000,57.320658,11.125133,Moored,0.0,0.0,291.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:09:12,Class A,220092000,57.320653,11.125137,Moored,1.1,0.0,263.8,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:12:15,Class A,220092000,57.320647,11.125133,Moored,0.0,0.0,249.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:14:36,Class A,220092000,57.320647,11.125133,Moored,0.0,0.0,249.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:15:15,Class A,220092000,57.320653,11.125143,Moored,-5.4,0.0,60.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:18:13,Class A,220092000,57.320653,11.125137,Moored,0.0,0.0,138.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:20:36,Class A,220092000,57.320653,11.125137,Moored,0.0,0.0,138.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:21:12,Class A,220092000,57.320653,11.125143,Moored,0.0,0.0,115.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:24:15,Class A,220092000,57.320653,11.125143,Moored,1.1,0.0,297.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:26:36,Class A,220092000,57.320653,11.125143,Moored,1.1,0.0,297.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:27:15,Class A,220092000,57.320658,11.125147,Moored,0.0,0.0,250.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:30:13,Class A,220092000,57.320653,11.125147,Moored,-1.6,0.0,271.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:32:36,Class A,220092000,57.320653,11.125147,Moored,-1.6,0.0,271.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:33:12,Class A,220092000,57.320658,11.125152,Moored,-2.2,0.0,99.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:36:14,Class A,220092000,57.320633,11.125172,Moored,0.0,0.0,106.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:38:36,Class A,220092000,57.320633,11.125172,Moored,0.0,0.0,106.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:39:13,Class A,220092000,57.320647,11.125153,Moored,-1.6,0.0,112.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:42:13,Class A,220092000,57.320647,11.125147,Moored,3.6,0.0,245.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:44:36,Class A,220092000,57.320647,11.125147,Moored,3.6,0.0,245.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:45:12,Class A,220092000,57.32064,11.125148,Moored,-2.2,0.0,7.9,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:48:13,Class A,220092000,57.320633,11.125152,Moored,0.0,0.0,292.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:50:36,Class A,220092000,57.320633,11.125152,Moored,0.0,0.0,292.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
