# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:18,Class A,219004616,57.320175,11.12416,Moored,,,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 08:41:25,Class A,219004616,57.320155,11.124237,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:44:23,Class A,219004616,57.320235,11.124232,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:45:31,Class A,219004616,57.320235,11.124232,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:47:26,Class A,219004616,57.320198,11.124243,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:50:21,Class A,219004616,57.320225,11.124217,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:51:31,Class A,219004616,57.320225,11.124217,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:53:25,Class A,219004616,57.320212,11.124387,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:56:24,Class A,219004616,57.320213,11.124267,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:57:31,Class A,219004616,57.320213,11.124267,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:59:24,Class A,219004616,57.320252,11.124338,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:02:24,Class A,219004616,57.320193,11.124235,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:03:31,Class A,219004616,57.320193,11.124235,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:05:25,Class A,219004616,57.320202,11.124265,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:08:23,Class A,219004616,57.320238,11.124213,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:09:31,Class A,219004616,57.320238,11.124213,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:11:25,Class A,219004616,57.320247,11.124257,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:15:31,Class A,219004616,57.320247,11.124257,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:17:24,Class A,219004616,57.320155,11.124257,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:20:23,Class A,219004616,57.320238,11.124397,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:21:31,Class A,219004616,57.320238,11.124397,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:23:23,Class A,219004616,57.320207,11.124372,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:26:23,Class A,219004616,57.320185,11.124263,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:27:31,Class A,219004616,57.320185,11.124263,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:29:24,Class A,219004616,57.32023,11.124363,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:32:25,Class A,219004616,57.320183,11.12429,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:33:31,Class A,219004616,57.320183,11.12429,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:35:23,Class A,219004616,57.320182,11.124272,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:38:24,Class A,219004616,57.320247,11.124323,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:39:31,Class A,219004616,57.320247,11.124323,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:41:22,Class A,219004616,57.320262,11.124325,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:44:25,Class A,219004616,57.320297,11.124278,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:45:31,Class A,219004616,57.320297,11.124278,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:47:22,Class A,219004616,57.320285,11.124302,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:50:25,Class A,219004616,57.320167,11.124363,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:51:31,Class A,219004616,57.320167,11.124363,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:53:23,Class A,219004616,57.320222,11.124303,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:56:26,Class A,219004616,57.320188,11.124345,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:57:31,Class A,219004616,57.320188,11.124345,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 09:59:22,Class A,219004616,57.320197,11.124358,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:02:27,Class A,219004616,57.320228,11.124313,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:03:31,Class A,219004616,57.320228,11.124313,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:05:22,Class A,219004616,57.320248,11.124272,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:08:28,Class A,219004616,57.320172,11.124337,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:09:31,Class A,219004616,57.320172,11.124337,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:11:24,Class A,219004616,57.320217,11.124355,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:14:27,Class A,219004616,57.320225,11.124272,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:15:31,Class A,219004616,57.320225,11.124272,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:17:23,Class A,219004616,57.32024,11.124315,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:20:27,Class A,219004616,57.320218,11.124292,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:21:31,Class A,219004616,57.320218,11.124292,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:23:24,Class A,219004616,57.320207,11.124222,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:26:27,Class A,219004616,57.320202,11.124272,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:27:31,Class A,219004616,57.320202,11.124272,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:29:25,Class A,219004616,57.32021,11.124243,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:32:28,Class A,219004616,57.320223,11.124267,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:33:31,Class A,219004616,57.320223,11.124267,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:35:24,Class A,219004616,57.320155,11.124347,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:38:27,Class A,219004616,57.320212,11.124312,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:39:31,Class A,219004616,57.320212,11.124312,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:41:25,Class A,219004616,57.320255,11.124348,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:44:29,Class A,219004616,57.320215,11.124263,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:45:31,Class A,219004616,57.320215,11.124263,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:47:23,Class A,219004616,57.320208,11.124288,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:50:27,Class A,219004616,57.320238,11.1242,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:51:31,Class A,219004616,57.320238,11.1242,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:53:25,Class A,219004616,57.32021,11.124343,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:56:28,Class A,219004616,57.320177,11.124297,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:57:31,Class A,219004616,57.320177,11.124297,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 10:59:23,Class A,219004616,57.320212,11.124262,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:02:29,Class A,219004616,57.320215,11.124328,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:03:31,Class A,219004616,57.320215,11.124328,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:05:23,Class A,219004616,57.320218,11.124282,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:08:28,Class A,219004616,57.320232,11.124245,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:09:31,Class A,219004616,57.320232,11.124245,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:11:23,Class A,219004616,57.32021,11.124197,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:14:19,Class A,219004616,57.32025,11.124212,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:15:31,Class A,219004616,57.32025,11.124212,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:17:22,Class A,219004616,57.320235,11.124303,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:20:24,Class A,219004616,57.320215,11.124285,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:21:31,Class A,219004616,57.320215,11.124285,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:23:24,Class A,219004616,57.320262,11.124355,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:26:26,Class A,219004616,57.320207,11.124285,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:27:31,Class A,219004616,57.320207,11.124285,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:29:24,Class A,219004616,57.32021,11.124345,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:32:25,Class A,219004616,57.320158,11.124385,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:33:31,Class A,219004616,57.320158,11.124385,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:35:24,Class A,219004616,57.320207,11.12431,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:38:25,Class A,219004616,57.320177,11.124322,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:39:31,Class A,219004616,57.320177,11.124322,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:41:24,Class A,219004616,57.320188,11.124273,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:44:26,Class A,219004616,57.320235,11.124233,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:45:31,Class A,219004616,57.320235,11.124233,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:47:24,Class A,219004616,57.320243,11.124208,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:50:24,Class A,219004616,57.32024,11.124192,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:51:31,Class A,219004616,57.32024,11.124192,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:53:19,Class A,219004616,57.320165,11.124262,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:56:23,Class A,219004616,57.320205,11.124272,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:57:31,Class A,219004616,57.320205,11.124272,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 11:59:22,Class A,219004616,57.320197,11.12435,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:02:23,Class A,219004616,57.320112,11.124252,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:03:31,Class A,219004616,57.320112,11.124252,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:05:24,Class A,219004616,57.320177,11.124262,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:08:22,Class A,219004616,57.320162,11.124262,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:09:31,Class A,219004616,57.320162,11.124262,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:11:24,Class A,219004616,57.320213,11.12423,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:14:24,Class A,219004616,57.320193,11.124308,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:15:31,Class A,219004616,57.320193,11.124308,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:17:24,Class A,219004616,57.320212,11.12433,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:20:26,Class A,219004616,57.320265,11.124372,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:21:31,Class A,219004616,57.320265,11.124372,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:23:26,Class A,219004616,57.320242,11.12447,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:26:28,Class A,219004616,57.320198,11.124353,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:27:31,Class A,219004616,57.320198,11.124353,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:29:25,Class A,219004616,57.320243,11.124368,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:32:27,Class A,219004616,57.320253,11.12434,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:33:31,Class A,219004616,57.320253,11.12434,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:35:24,Class A,219004616,57.320232,11.12432,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:38:28,Class A,219004616,57.320275,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:39:31,Class A,219004616,57.320275,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:41:24,Class A,219004616,57.320208,11.124242,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:44:28,Class A,219004616,57.320165,11.124177,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:45:31,Class A,219004616,57.320165,11.124177,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:47:22,Class A,219004616,57.320238,11.124265,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:51:31,Class A,219004616,57.320238,11.124265,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:53:24,Class A,219004616,57.320238,11.12428,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:56:28,Class A,219004616,57.320202,11.124255,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 12:57:32,Class A,219004616,57.320202,11.124255,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
